,Athlete_ID_x,Fight_Result,Wins_x,Losses_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Streak_Athlete_ID_x,Significant_Strikes_Ratio_x,Athlete_ID_y,Wins_y,Losses_y,Fighting_Category_y,Age_y,Streak_Athlete_ID_y,Takedowns_Ratio_y,Significant_Strikes_Ratio_y,Fight_Style_Matchup,Age_diff,Height_diff,Weight_diff,Reach_diff,Significant_Strikes_Ratio_diff,Takedowns_Ratio_diff,Streak_Athlete_ID_diff
9131,mauricio-rua,0,27,14,0.2,Striking,36.0,-1,0.5097378277153558,paul-craig,17,9,Striking,31.0,-3,0.03896103896103896,0.4487034949267193,Striking vs Striking,5.0,-2.5,19.0,0.0,0.061034332788636514,0.16103896103896104,2
5695,jamahal-hill,0,12,3,0.0,Striking,29.0,-1,0.5334855403348554,paul-craig,17,9,Striking,32.0,-4,0.03896103896103896,0.4487034949267193,Striking vs Striking,-3.0,0.5,19.5,3.0,0.08478204540813611,-0.03896103896103896,3
10148,nikita-krylov,0,30,9,0.02,Striking,29.0,-1,0.557711950970378,paul-craig,17,9,Striking,33.0,-5,0.03896103896103896,0.4487034949267193,Striking vs Striking,-4.0,-0.5,27.0,1.5,0.10900845604365866,-0.01896103896103896,4
6723,johnny-walker,1,21,9,0.0,Striking,30.0,1,0.5342465753424658,paul-craig,17,9,Striking,34.0,1,0.03896103896103896,0.4487034949267193,Striking vs Striking,-4.0,2.5,20.0,6.0,0.08554308041574649,-0.03896103896103896,0
762,andre-muniz,0,24,6,0.05555555555555555,Striking,32.0,-2,0.5,paul-craig,17,9,Striking,34.0,-1,0.03896103896103896,0.4487034949267193,Striking vs Striking,-2.0,-2.5,-1.0,2.0,0.05129650507328071,0.016594516594516592,-1
1635,brendan-allen,1,24,6,0.043478260869565216,Striking,27.0,6,0.5382585751978892,paul-craig,17,9,Striking,34.0,1,0.03896103896103896,0.4487034949267193,Striking vs Striking,-7.0,-1.5,0.0,-1.0,0.08955508027116993,0.004517221908526256,5
1851,caio-borralho,1,17,1,0.05,Striking,31.0,4,0.600864553314121,paul-craig,17,9,Striking,35.0,2,0.03896103896103896,0.4487034949267193,Striking vs Striking,-4.0,-2.0,0.0,-1.0,0.15216105838740174,0.011038961038961043,2
1447,bo-nickal,1,7,0,0.07142857142857142,Grappling,27.0,4,0.6311475409836066,paul-craig,17,9,Striking,35.0,3,0.03896103896103896,0.4487034949267193,Grappling vs Striking,-8.0,-2.5,-0.5999999999999943,0.0,0.1824440460568873,0.032467532467532464,1
1432,bj-penn,1,16,14,0.0,Grappling,21.0,5,0.0,paul-creighton,5,1,Striking,30.0,1,0.0,0.75,Grappling vs Striking,-9.0,3.0,1.5,70.0,-0.75,0.0,4
8830,martin-kampmann,1,20,7,0.0,Grappling,25.0,2,0.0,paul-daley,29,12,Grappling,24.0,1,0.0,0.0,Grappling vs Grappling,1.0,3.0,0.0,0.0,0.0,0.0,1
3904,dustin-hazelett,0,14,7,0.0,Grappling,22.0,-1,0.0,paul-daley,29,12,Grappling,25.0,-1,0.0,0.0,Grappling vs Grappling,-3.0,4.0,-15.0,77.0,0.0,0.0,0
7082,josh-koscheck,1,19,10,0.0,Grappling,30.0,1,0.0,paul-daley,29,12,Grappling,25.0,1,0.0,0.0,Grappling vs Grappling,5.0,1.0,0.0,73.0,0.0,0.0,0
5981,jason-saggo,0,12,4,0.4,Grappling,26.0,-1,0.39753086419753086,paul-felder,17,6,Striking,28.0,-1,0.21428571428571427,0.4461988304093567,Grappling vs Striking,-2.0,0.0,0.19999999999998863,0.5,-0.04866796621182584,0.18571428571428575,0
3190,danny-castillo,0,17,10,0.0,Grappling,34.0,-3,0.0,paul-felder,17,6,Striking,29.0,-2,0.21428571428571427,0.4461988304093567,Grappling vs Striking,5.0,-2.0,0.19999999999998863,0.5,-0.4461988304093567,-0.21428571428571427,-1
4079,edson-barboza,1,24,12,0.3181818181818182,Striking,29.0,1,0.4412195836997948,paul-felder,17,6,Striking,29.0,1,0.21428571428571427,0.4461988304093567,Striking vs Striking,0.0,0.0,-10.300000000000011,4.5,-0.004979246709561902,0.1038961038961039,0
3239,daron-cruickshank,0,16,8,0.0,Striking,29.0,-2,0.3806193806193806,paul-felder,17,6,Striking,30.0,-1,0.21428571428571427,0.4461988304093567,Striking vs Striking,-1.0,-3.0,-0.8000000000000114,1.5,-0.0655794497899761,-0.21428571428571427,-1
7028,josh-burkman,0,29,17,0.0,Grappling,34.0,-5,0.0,paul-felder,17,6,Striking,30.0,-2,0.21428571428571427,0.4461988304093567,Grappling vs Striking,4.0,-1.0,14.699999999999989,1.5,-0.4461988304093567,-0.21428571428571427,-3
4552,francisco-trinaldo,1,28,9,0.32,Grappling,35.0,5,0.45246636771300447,paul-felder,17,6,Striking,30.0,1,0.21428571428571427,0.4461988304093567,Grappling vs Striking,5.0,-2.0,14.199999999999989,-0.5,0.006267537303647763,0.10571428571428573,4
2174,charles-oliveira,0,35,10,0.26804123711340205,Grappling,27.0,-2,0.5525,paul-felder,17,6,Striking,31.0,-1,0.21428571428571427,0.4461988304093567,Grappling vs Striking,-4.0,-1.0,-0.20000000000001705,3.5,0.10630116959064329,0.05375552282768778,-1
271,alessandro-ricci,0,10,5,0.0,Striking,32.0,-2,0.4117647058823529,paul-felder,17,6,Striking,31.0,-2,0.21428571428571427,0.4461988304093567,Striking vs Striking,1.0,0.0,0.19999999999998863,-1.5,-0.034434124527003784,-0.21428571428571427,0
9574,mike-perry,1,14,8,0.18181818181818182,Striking,24.0,1,0.4743758212877792,paul-felder,17,6,Striking,32.0,1,0.21428571428571427,0.4461988304093567,Striking vs Striking,-8.0,-1.0,14.199999999999989,0.5,0.028176990878422514,-0.03246753246753245,0
3027,dan-hooker,1,24,12,0.09375,Striking,29.0,2,0.4864516129032258,paul-felder,17,6,Striking,34.0,2,0.21428571428571427,0.4461988304093567,Striking vs Striking,-5.0,1.0,-0.30000000000001137,4.5,0.0402527824938691,-0.12053571428571427,0
6811,jonathan-goulet,0,22,11,0.0,Grappling,25.0,-2,0.0,paul-georgieff,7,2,Striking,22.0,-1,0.0,0.4,Grappling vs Striking,3.0,-1.0,-1.0,0.0,-0.4,0.0,-1
4746,gary-goodridge,1,0,0,0.0,Grappling,28.0,1,0.0,paul-herrera,0,0,Grappling,-29.0,1,0.0,0.0,Grappling vs Grappling,57.0,0.0,0.0,0.0,0.0,0.0,0
8617,marcus-davis,1,22,9,0.0,Grappling,32.0,5,0.0,paul-kelly,12,4,Grappling,21.0,1,0.0,0.0,Grappling vs Grappling,11.0,1.0,1.0,70.0,0.0,0.0,4
3508,dennis-siver,1,23,11,0.0,Grappling,28.0,2,0.0,paul-kelly,12,4,Grappling,22.0,2,0.0,0.0,Grappling vs Grappling,6.0,-4.0,-9.0,70.0,0.0,0.0,0
9060,matt-veach,0,11,2,0.0,Grappling,27.0,-1,0.0,paul-kelly,12,4,Grappling,23.0,-1,0.0,0.0,Grappling vs Grappling,4.0,-2.0,0.0,0.0,0.0,0.0,0
3762,donald-cerrone,1,36,17,0.1834862385321101,Striking,26.0,1,0.46584699453551914,paul-kelly,12,4,Grappling,24.0,1,0.0,0.0,Striking vs Grappling,2.0,4.0,15.5,73.0,0.46584699453551914,0.1834862385321101,0
9703,mirsad-bektic,1,13,4,0.3333333333333333,Striking,22.0,1,0.4179357021996616,paul-redmond,10,5,Striking,26.0,1,0.0,0.34210526315789475,Striking vs Striking,-4.0,-1.0,-0.5,0.0,0.07583043904176684,0.3333333333333333,0
8710,mark-holst,0,8,3,0.0,Grappling,22.0,-1,0.0,paul-sass,13,2,Grappling,19.0,-1,0.0,0.0,Grappling vs Grappling,3.0,0.0,-1.0,0.0,0.0,0.0,0
9364,michael-johnson,0,24,19,0.0,Striking,24.0,-1,0.0,paul-sass,13,2,Grappling,20.0,-2,0.0,0.0,Striking vs Grappling,4.0,-2.0,0.0,73.5,0.0,0.0,1
5568,jacob-volkmann,0,15,4,0.0,Grappling,29.0,-2,0.0,paul-sass,13,2,Grappling,21.0,-3,0.0,0.0,Grappling vs Grappling,8.0,-3.0,0.0,0.0,0.0,0.0,1
9071,matt-wiman,1,16,10,0.36363636363636365,Striking,26.0,2,0.5008992805755396,paul-sass,13,2,Grappling,21.0,1,0.0,0.0,Striking vs Grappling,5.0,-2.0,-0.5,68.0,0.5008992805755396,0.36363636363636365,1
3191,danny-castillo,1,17,10,0.0,Grappling,32.0,1,0.0,paul-sass,13,2,Grappling,22.0,2,0.0,0.0,Grappling vs Grappling,10.0,-3.0,0.0,71.0,0.0,0.0,-1
4054,edilberto-crocota,1,10,1,0.0,Striking,22.0,1,0.3227848101265823,paul-taylor,11,6,Grappling,25.0,1,0.0,0.0,Striking vs Grappling,-3.0,0.0,14.0,0.0,0.3227848101265823,0.0,0
8618,marcus-davis,1,22,9,0.0,Grappling,31.0,3,0.0,paul-taylor,11,6,Grappling,25.0,2,0.0,0.0,Grappling vs Grappling,6.0,-2.0,0.0,70.0,0.0,0.0,1
10486,paul-kelly,1,12,4,0.0,Grappling,21.0,1,0.0,paul-taylor,11,6,Grappling,26.0,3,0.0,0.0,Grappling vs Grappling,-5.0,-3.0,-1.0,0.0,0.0,0.0,-2
6141,jess-liaudin,0,12,11,0.0,Grappling,-17.0,-1,0.0,paul-taylor,11,6,Grappling,26.0,-1,0.0,0.0,Grappling vs Grappling,-43.0,83.0,-156.0,0.0,0.0,0.0,0
2419,chris-lytle,1,41,18,0.0,Grappling,31.0,1,0.0,paul-taylor,11,6,Grappling,26.0,1,0.0,0.0,Grappling vs Grappling,5.0,-1.0,15.0,0.0,0.0,0.0,0
6605,john-hathaway,1,17,2,0.0,Grappling,20.0,2,0.0,paul-taylor,11,6,Grappling,27.0,2,0.0,0.0,Grappling vs Grappling,-7.0,1.0,15.0,75.5,0.0,0.0,0
4656,gabe-ruediger,0,17,7,0.0,Grappling,31.0,-3,0.0,paul-taylor,11,6,Grappling,29.0,-1,0.0,0.0,Grappling vs Grappling,2.0,-2.0,-1.0,0.0,0.0,0.0,-2
1862,cal-worsham,0,0,0,0.0,Grappling,-30.0,-1,0.0,paul-varelans,0,0,Grappling,-30.0,-1,0.0,0.0,Grappling vs Grappling,0.0,0.0,0.0,0.0,0.0,0.0,0
3984,dzheyms-khemmortri-0,0,1,4,0.0,Grappling,-30.0,-1,0.0,paul-varelans,0,0,Grappling,-30.0,-2,0.0,0.0,Grappling vs Grappling,0.0,0.0,0.0,0.0,0.0,0.0,1
8572,marco-ruas,1,0,0,0.0,Grappling,30.0,1,0.0,paul-varelans,0,0,Grappling,-30.0,1,0.0,0.0,Grappling vs Grappling,60.0,0.0,0.0,0.0,0.0,0.0,0
3073,dan-severn,1,70,13,0.0,Grappling,36.0,2,0.0,paul-varelans,0,0,Grappling,-29.0,2,0.0,0.0,Grappling vs Grappling,65.0,0.0,0.0,0.0,0.0,0.0,0
6487,joe-moriera,0,0,0,0.0,Grappling,-29.0,-1,0.0,paul-varelans,0,0,Grappling,-29.0,-1,0.0,0.0,Grappling vs Grappling,0.0,0.0,0.0,0.0,0.0,0.0,0
7793,kimo-leopoldo,1,10,4,0.0,Grappling,26.0,1,0.0,paul-varelans,0,0,Grappling,-29.0,1,0.0,0.0,Grappling vs Grappling,55.0,73.0,244.0,0.0,0.0,0.0,0
10270,oluwale-bamgbose,0,6,4,0.0,Striking,27.0,-2,0.48148148148148145,paulo-costa,14,4,Striking,25.0,-1,0.0,0.5833956619296934,Striking vs Striking,2.0,-2.0,-0.5,6.0,-0.10191418044821193,0.0,-1
6738,johny-hendricks,0,18,8,0.0,Grappling,32.0,-4,0.0,paulo-costa,14,4,Striking,25.0,-2,0.0,0.5833956619296934,Grappling vs Striking,7.0,-4.0,0.8000000000000114,-3.0,-0.5833956619296934,0.0,-2
4731,garreth-mclellan,0,13,6,0.0,Striking,33.0,-2,0.5441176470588235,paulo-costa,14,4,Striking,25.0,-3,0.0,0.5833956619296934,Striking vs Striking,8.0,0.0,-1.0,0.0,-0.039278014870869904,0.0,1
5473,israel-adesanya,1,24,4,0.0,Striking,30.0,5,0.48088064889918886,paulo-costa,14,4,Striking,28.0,1,0.0,0.5833956619296934,Striking vs Striking,2.0,3.0,0.0,8.0,-0.10251501303050453,0.0,4
8850,marvin-vettori,1,19,7,0.11290322580645161,Striking,27.0,1,0.4565560821484992,paulo-costa,14,4,Striking,29.0,2,0.0,0.5833956619296934,Striking vs Striking,-2.0,-1.0,0.5,2.0,-0.1268395797811942,0.11290322580645161,-1
7083,josh-koscheck,0,19,10,0.0,Grappling,29.0,-2,0.0,paulo-thiago,15,8,Grappling,26.0,-1,0.0,0.0,Grappling vs Grappling,3.0,-1.0,-1.0,1.0,0.0,0.0,-1
6760,jon-fitch,1,27,5,0.0,Grappling,29.0,1,0.0,paulo-thiago,15,8,Grappling,26.0,1,0.0,0.0,Grappling vs Grappling,3.0,1.0,0.0,2.0,0.0,0.0,0
5569,jacob-volkmann,0,15,4,0.0,Grappling,26.0,-1,0.0,paulo-thiago,15,8,Grappling,26.0,-1,0.0,0.0,Grappling vs Grappling,0.0,-2.0,-15.0,-72.0,0.0,0.0,0
9639,mike-swick,1,15,6,0.0,Grappling,-15.0,1,0.0,paulo-thiago,15,8,Grappling,27.0,1,0.0,0.0,Grappling vs Grappling,-42.0,99.5,-171.0,-72.0,0.0,0.0,0
3668,diego-sanchez,1,32,13,0.0,Grappling,26.0,1,0.0,paulo-thiago,15,8,Grappling,27.0,2,0.0,0.0,Grappling vs Grappling,-1.0,-1.0,-1.0,0.5,0.0,0.0,-1
8831,martin-kampmann,1,20,7,0.0,Grappling,26.0,3,0.0,paulo-thiago,15,8,Grappling,27.0,3,0.0,0.0,Grappling vs Grappling,-1.0,1.0,-1.0,-72.0,0.0,0.0,0
3781,dong-hyun-kim,1,16,11,0.0,Grappling,21.0,5,0.0,paulo-thiago,15,8,Grappling,29.0,4,0.0,0.0,Grappling vs Grappling,-8.0,0.0,-15.0,-1.5,0.0,0.0,1
9436,michel-prazeres,0,26,4,0.328,Grappling,29.0,-1,0.4716106604866744,paulo-thiago,15,8,Grappling,30.0,-1,0.0,0.0,Grappling vs Grappling,-1.0,-5.0,-1.0,-4.5,0.4716106604866744,0.328,0
1605,brandon-thatch,1,11,5,0.0,Striking,25.0,2,0.42805755395683454,paulo-thiago,15,8,Grappling,30.0,1,0.0,0.0,Striking vs Grappling,-5.0,3.0,-1.0,2.0,0.42805755395683454,0.0,1
4749,gasan-umalatov,1,15,5,0.0,Striking,29.0,1,0.39762611275964393,paulo-thiago,15,8,Grappling,31.0,2,0.0,0.0,Striking vs Grappling,-2.0,0.0,-1.0,-1.0,0.39762611275964393,0.0,-1
8029,leon-edwards,1,22,4,0.16901408450704225,Striking,23.0,1,0.5392535392535392,pawel-pawlak,11,2,Striking,24.0,1,0.0,0.33783783783783783,Striking vs Striking,-1.0,0.0,0.0,1.0,0.20141570141570142,0.16901408450704225,0
10033,nick-aguirre,0,7,2,0.0,Striking,25.0,-1,0.3392857142857143,payton-talbott,9,1,Striking,24.0,-1,0.0,0.5597147950089126,Striking vs Striking,1.0,-1.0,6.5,3.5,-0.22042908072319833,0.0,0
1881,cameron-saaiman,0,9,2,0.0,Striking,22.0,-2,0.467828418230563,payton-talbott,9,1,Striking,25.0,-2,0.0,0.5597147950089126,Striking vs Striking,-3.0,-2.0,11.5,-3.5,-0.09188637677834965,0.0,0
2888,cynthia-calvillo,1,9,6,0.1111111111111111,Striking,28.0,2,0.38413361169102295,pearl-gonzalez,6,2,Striking,28.0,1,0.1111111111111111,0.3764705882352941,Striking vs Striking,0.0,-0.5,11.599999999999994,-4.0,0.007663023455728835,0.0,1
6128,jerrod-sanders,0,15,3,0.0,Striking,32.0,-1,0.6486486486486487,pedro-munhoz,20,10,Striking,27.0,-1,0.14,0.41926520531028094,Striking vs Striking,5.0,1.0,1.0,7.5,0.22938344333836774,-0.14,0
8975,matt-hobar,0,9,3,0.0,Striking,25.0,-1,0.42231075697211157,pedro-munhoz,20,10,Striking,27.0,-2,0.14,0.41926520531028094,Striking vs Striking,-2.0,4.0,1.0,5.5,0.0030455516618306255,-0.14,1
6313,jimmie-rivera,1,23,5,0.1724137931034483,Striking,23.0,1,0.40350877192982454,pedro-munhoz,20,10,Striking,28.0,1,0.14,0.41926520531028094,Striking vs Striking,-5.0,-2.0,0.5,4.0,-0.015756433380456403,0.032413793103448274,0
7328,justin-scoggins,0,11,5,0.6388888888888888,Grappling,22.0,-1,0.5172910662824207,pedro-munhoz,20,10,Striking,29.0,-1,0.14,0.41926520531028094,Grappling vs Striking,-7.0,1.0,-9.5,1.5,0.09802586097213978,0.4988888888888888,0
2940,damian-stasiak,0,10,6,0.35135135135135137,Striking,25.0,-1,0.363395225464191,pedro-munhoz,20,10,Striking,30.0,-2,0.14,0.41926520531028094,Striking vs Striking,-5.0,2.0,-2.0,5.5,-0.055869979846089934,0.21135135135135136,1
1812,bryan-caraway,0,21,10,0.0,Grappling,31.0,-1,0.0,pedro-munhoz,20,10,Striking,31.0,-3,0.14,0.41926520531028094,Grappling vs Striking,0.0,2.0,0.8000000000000114,3.5,-0.41926520531028094,-0.14,2
1661,brett-johns,0,17,2,0.2542372881355932,Striking,24.0,-1,0.4903100775193798,pedro-munhoz,20,10,Striking,31.0,-4,0.14,0.41926520531028094,Striking vs Striking,-7.0,1.0,1.0,6.5,0.07104487220909889,0.1142372881355932,3
2637,cody-garbrandt,0,14,6,0.1724137931034483,Striking,27.0,-3,0.4071294559099437,pedro-munhoz,20,10,Striking,32.0,-5,0.14,0.41926520531028094,Striking vs Striking,-5.0,2.0,0.0,1.0,-0.012135749400337237,0.032413793103448274,2
4624,frankie-edgar,1,23,11,0.28879310344827586,Striking,36.0,1,0.40462817344416985,pedro-munhoz,20,10,Striking,33.0,1,0.14,0.41926520531028094,Striking vs Striking,3.0,0.0,0.5999999999999943,3.5,-0.014637031866111094,0.14879310344827584,0
6314,jimmie-rivera,0,23,5,0.1724137931034483,Striking,29.0,-1,0.40350877192982454,pedro-munhoz,20,10,Striking,34.0,-1,0.14,0.41926520531028094,Striking vs Striking,-5.0,-2.0,0.5,4.0,-0.015756433380456403,0.032413793103448274,0
6943,jose-aldo,1,32,9,0.46153846153846156,Grappling,34.0,3,0.4658646616541353,pedro-munhoz,20,10,Striking,34.0,1,0.14,0.41926520531028094,Grappling vs Striking,0.0,1.0,1.0,5.5,0.04659945634385437,0.32153846153846155,2
3706,dominick-cruz,1,24,4,0.17293233082706766,Grappling,36.0,1,0.3348403503814637,pedro-munhoz,20,10,Striking,35.0,2,0.14,0.41926520531028094,Grappling vs Striking,1.0,2.0,0.0,3.5,-0.08442485492881724,0.032932330827067646,-1
2369,chris-gutierrez,0,21,5,0.0,Striking,31.0,-1,0.5910404624277457,pedro-munhoz,20,10,Striking,36.0,-1,0.14,0.41926520531028094,Striking vs Striking,-5.0,3.0,1.0,2.5,0.17177525711746472,-0.14,0
8796,marlon-vera,1,23,10,0.0,Grappling,30.0,3,0.491290437255599,pedro-munhoz,20,10,Striking,36.0,1,0.14,0.41926520531028094,Grappling vs Striking,-6.0,2.0,1.0,6.0,0.07202523194531807,-0.14,2
106,aiemann-zahabi,1,12,2,0.0,Striking,36.0,5,0.46077210460772106,pedro-munhoz,20,10,Striking,37.0,2,0.14,0.41926520531028094,Striking vs Striking,-1.0,2.0,0.5,4.0,0.041506899297440114,-0.14,3
7941,kyler-phillips,1,12,3,0.3783783783783784,Striking,28.0,3,0.44135802469135804,pedro-munhoz,20,10,Striking,37.0,3,0.14,0.41926520531028094,Striking vs Striking,-9.0,2.0,0.5,7.5,0.0220928193810771,0.23837837837837839,0
8694,mark-coleman,0,16,10,0.0,Grappling,32.0,-3,0.0,pedro-rizzo,13,5,Grappling,23.0,-1,0.0,0.0,Grappling vs Grappling,9.0,0.0,-39.0,0.0,0.0,0.0,-2
7712,kevin-randleman,1,10,5,0.0,Grappling,-25.0,3,0.0,pedro-rizzo,13,5,Grappling,24.0,1,0.0,0.0,Grappling vs Grappling,-49.0,141.0,-244.0,0.0,0.0,0.0,2
3074,dan-severn,0,70,13,0.0,Grappling,40.0,-2,0.0,pedro-rizzo,13,5,Grappling,24.0,-1,0.0,0.0,Grappling vs Grappling,16.0,-73.0,-244.0,0.0,0.0,0.0,-1
7009,josh-barnett,0,35,8,0.0,Grappling,22.0,-1,0.0,pedro-rizzo,13,5,Grappling,25.0,-2,0.0,0.0,Grappling vs Grappling,-3.0,2.0,12.0,78.0,0.0,0.0,1
825,andrei-arlovski,0,34,24,0.22580645161290322,Striking,22.0,-1,0.4575910662057963,pedro-rizzo,13,5,Grappling,26.0,-3,0.0,0.0,Striking vs Grappling,-4.0,2.0,1.0,77.0,0.4575910662057963,0.22580645161290322,2
4723,gan-mcgee,0,12,2,0.0,Grappling,23.0,-2,0.0,pedro-rizzo,13,5,Grappling,26.0,-4,0.0,0.0,Grappling vs Grappling,-3.0,9.0,20.0,0.0,0.0,0.0,2
6144,jessamyn-duke,1,3,3,0.0,Striking,24.0,1,0.531322505800464,peggy-morgan,2,1,Striking,31.0,1,0.0,0.23129251700680273,Striking vs Striking,-7.0,-2.0,-0.5,3.0,0.3000299887936613,0.0,0
4329,evan-dunham,1,18,8,0.0,Grappling,25.0,1,0.0,per-eklund,15,4,Grappling,-16.0,1,0.0,0.0,Grappling vs Grappling,41.0,-85.0,149.5,70.0,0.0,0.0,0
5514,jack-della,1,17,2,0.0,Grappling,25.0,1,0.0,pete-rodriguez,5,2,Grappling,24.0,1,0.0,0.4392523364485981,Grappling vs Grappling,1.0,2.0,-12.0,2.0,-0.4392523364485981,0.0,0
9544,mike-jackson,0,1,2,0.3333333333333333,Striking,35.0,-1,0.572289156626506,pete-rodriguez,5,2,Grappling,24.0,-1,0.0,0.4392523364485981,Striking vs Grappling,11.0,5.0,-12.0,3.0,0.1330368201779079,0.3333333333333333,0
9968,nate-quarry,1,18,4,0.0,Grappling,31.0,1,0.0,pete-sell,8,6,Grappling,20.0,1,0.0,0.0,Grappling vs Grappling,11.0,1.0,16.0,0.0,0.0,0.0,0
9969,nate-quarry,0,18,4,0.0,Grappling,33.0,-2,0.0,pete-sell,8,6,Grappling,22.0,-1,0.0,0.0,Grappling vs Grappling,11.0,1.0,16.0,0.0,0.0,0.0,-1
7029,josh-burkman,0,29,17,0.0,Grappling,26.0,-2,0.0,pete-sell,8,6,Grappling,23.0,-2,0.0,0.0,Grappling vs Grappling,3.0,-1.0,0.5,72.0,0.0,0.0,0
8932,matt-brown,1,26,19,0.3484848484848485,Striking,26.0,2,0.5544290288153682,pete-sell,8,6,Grappling,24.0,1,0.0,0.0,Striking vs Grappling,2.0,1.0,0.0,75.0,0.5544290288153682,0.3484848484848485,1
1963,carlos-newton,1,13,8,0.0,Grappling,23.0,1,0.0,pete-spratt,16,8,Grappling,29.0,1,0.0,0.0,Grappling vs Grappling,-6.0,0.0,4.0,0.0,0.0,0.0,0
7084,josh-koscheck,1,19,10,0.0,Grappling,25.0,1,0.0,pete-spratt,16,8,Grappling,32.0,2,0.0,0.0,Grappling vs Grappling,-7.0,1.0,-1.0,73.0,0.0,0.0,-1
6083,jeremy-jackson,1,9,4,0.0,Grappling,21.0,2,0.0,pete-spratt,16,8,Grappling,33.0,3,0.0,0.0,Grappling vs Grappling,-12.0,0.0,-1.0,0.0,0.0,0.0,-1
8619,marcus-davis,1,22,9,0.0,Grappling,31.0,2,0.0,pete-spratt,16,8,Grappling,34.0,4,0.0,0.0,Grappling vs Grappling,-3.0,1.0,-15.0,70.0,0.0,0.0,-2
8695,mark-coleman,0,16,10,0.0,Grappling,31.0,-2,0.0,pete-williams,8,5,Grappling,20.0,-1,0.0,0.0,Grappling vs Grappling,11.0,-2.0,-25.0,0.0,0.0,0.0,-1
7713,kevin-randleman,1,10,5,0.0,Grappling,-26.0,2,0.0,pete-williams,8,5,Grappling,21.0,1,0.0,0.0,Grappling vs Grappling,-47.0,139.0,-230.0,0.0,0.0,0.0,1
4583,frank-mir,1,18,11,0.0,Grappling,21.0,2,0.0,pete-williams,8,5,Grappling,24.0,2,0.0,0.0,Grappling vs Grappling,-3.0,0.0,30.0,79.0,0.0,0.0,0
2225,chase-hooper,1,15,3,0.02127659574468085,Grappling,21.0,1,0.5205882352941177,peter-barrett,11,5,Striking,32.0,1,0.0,0.6122448979591837,Grappling vs Striking,-11.0,3.0,10.0,1.0,-0.091656662665066,0.02127659574468085,0
10505,paul-taylor,1,11,6,0.0,Grappling,27.0,1,0.0,peter-sobotta,17,6,Grappling,20.0,1,0.0,0.0,Grappling vs Grappling,7.0,0.0,-15.0,-75.0,0.0,0.0,0
693,amir-sadollah,1,7,5,0.0,Grappling,27.0,2,0.0,peter-sobotta,17,6,Grappling,21.0,2,0.0,0.0,Grappling vs Grappling,6.0,-1.0,-1.0,-1.0,0.0,0.0,0
5774,james-wilks,1,8,4,0.0,Grappling,30.0,1,0.0,peter-sobotta,17,6,Grappling,21.0,3,0.0,0.0,Grappling vs Grappling,9.0,1.0,-1.0,-75.0,0.0,0.0,-2
10536,pawel-pawlak,0,11,2,0.0,Striking,23.0,-1,0.33783783783783783,peter-sobotta,17,6,Grappling,25.0,-1,0.0,0.0,Striking vs Grappling,-2.0,0.0,-1.0,-2.0,0.33783783783783783,0.0,0
7932,kyle-noke,1,22,10,0.0,Grappling,33.0,1,0.0,peter-sobotta,17,6,Grappling,26.0,1,0.0,0.0,Grappling vs Grappling,7.0,2.0,-1.0,1.0,0.0,0.0,0
10109,nicolas-dalby,0,23,5,0.18604651162790697,Striking,30.0,-1,0.4398289554062309,peter-sobotta,17,6,Grappling,27.0,-1,0.0,0.0,Striking vs Grappling,3.0,-2.0,20.19999999999999,-0.5,0.4398289554062309,0.18604651162790697,0
1334,ben-saunders,0,22,13,0.0,Grappling,32.0,-1,0.0,peter-sobotta,17,6,Grappling,28.0,-2,0.0,0.0,Grappling vs Grappling,4.0,2.0,-1.0,2.5,0.0,0.0,1
8030,leon-edwards,1,22,4,0.16901408450704225,Striking,26.0,4,0.5392535392535392,peter-sobotta,17,6,Grappling,29.0,1,0.0,0.0,Striking vs Grappling,-3.0,0.0,-1.0,-1.0,0.5392535392535392,0.16901408450704225,3
381,alex-oliveira,1,22,12,0.3023255813953488,Striking,30.0,1,0.5113821138211382,peter-sobotta,17,6,Grappling,31.0,2,0.0,0.0,Striking vs Grappling,-1.0,-1.0,-1.0,1.5,0.5113821138211382,0.3023255813953488,-1
6332,jin-soo-son,0,9,4,0.08333333333333333,Striking,23.0,-1,0.36428571428571427,petr-yan,18,5,Striking,24.0,-1,0.0,0.5430579964850615,Striking vs Striking,-1.0,-1.5,0.5,2.0,-0.1787722821993472,0.08333333333333333,0
3819,douglas-silva-de-andrade,0,29,6,0.2857142857142857,Striking,31.0,-1,0.3817097415506958,petr-yan,18,5,Striking,25.0,-2,0.0,0.5430579964850615,Striking vs Striking,6.0,-0.5,4.0,1.5,-0.16134825493436566,0.2857142857142857,1
6944,jose-aldo,0,32,9,0.46153846153846156,Grappling,33.0,-1,0.4658646616541353,petr-yan,18,5,Striking,26.0,-3,0.0,0.5430579964850615,Grappling vs Striking,7.0,-0.5,0.5,3.0,-0.07719333483092616,0.46153846153846156,2
596,aljamain-sterling,1,24,5,0.1337579617834395,Striking,31.0,4,0.5243747350572276,petr-yan,18,5,Striking,27.0,1,0.0,0.5430579964850615,Striking vs Striking,4.0,-0.5,10.0,4.0,-0.01868326142783383,0.1337579617834395,3
2783,cory-sandhagen,0,17,5,0.02,Striking,28.0,-2,0.4447380008806693,petr-yan,18,5,Striking,27.0,-1,0.0,0.5430579964850615,Striking vs Striking,1.0,3.5,0.5,3.0,-0.0983199956043922,0.02,-1
