,Athlete_ID_x,Opponent_ID,Fight_Date,Fight_Result,Delta_Time,Wins_x,Losses_x,Significant_Strikes_Ratio_x,Takedowns_Ratio_x,Fighting_Category_x,Age_x,Height_x,Weight_x,Reach_x,Athlete_ID_y,Wins_y,Losses_y,Significant_Strikes_Ratio_y,Takedowns_Ratio_y,Fighting_Category_y,Age_y,Height_y,Weight_y,Reach_y
2244,che-mills,rory-macdonald,2012-04-21,0,13.0,15,6,0.5247524752475248,0.0,Striking,27.0,73.0,170.0,0.0,rory-macdonald,18,4,0.0,0.0,Grappling,20.0,72.0,170.5,76.0
2249,cheick-kongo,christian-wellisch,2006-08-25,1,19.0,28,8,0.0,0.0,Grappling,29.0,76.0,237.0,0.0,christian-wellisch,9,4,0.0,0.0,Grappling,28.0,75.0,206.0,0.0
2250,cheick-kongo,dan-evensen,2008-09-08,1,17.0,28,8,0.0,0.0,Grappling,31.0,76.0,237.0,0.0,dan-evensen,10,4,0.0,0.0,Grappling,32.0,75.0,242.0,0.0
2251,cheick-kongo,frank-mir,2009-11-12,0,16.0,28,8,0.0,0.0,Grappling,32.0,76.0,237.0,0.0,frank-mir,18,11,0.0,0.0,Grappling,28.0,75.0,260.0,79.0
2252,cheick-kongo,gilbert-aldana,2006-08-07,0,19.0,28,8,0.0,0.0,Grappling,29.0,76.0,237.0,0.0,gilbert-aldana,5,0,0.0,0.0,Grappling,26.0,74.0,251.0,0.0
2253,cheick-kongo,heath-herring,2008-01-03,0,17.0,28,8,0.0,0.0,Grappling,31.0,76.0,237.0,0.0,heath-herring,28,14,0.0,0.0,Grappling,28.0,76.0,250.0,0.0
2254,cheick-kongo,mark-hunt,2012-02-25,0,13.0,28,8,0.0,0.0,Grappling,35.0,76.0,237.0,0.0,mark-hunt,13,14,0.0,0.0,Grappling,36.0,70.0,264.0,72.0
2255,cheick-kongo,matt-mitrione,2011-10-29,1,14.0,28,8,0.0,0.0,Grappling,34.0,76.0,237.0,0.0,matt-mitrione,9,5,0.0,0.0,Grappling,30.0,75.0,249.0,79.0
2256,cheick-kongo,mirko-cro-cop,2007-08-09,0,18.0,28,8,0.0,0.0,Grappling,30.0,76.0,237.0,0.0,mirko-cro-cop,31,11,0.0,0.0,Grappling,-18.0,232.0,0.0,73.0
2257,cheick-kongo,mostapha-al-turk,2008-12-27,1,16.0,28,8,0.0,0.0,Grappling,32.0,76.0,237.0,0.0,mostapha-al-turk,6,6,0.0,0.0,Grappling,33.0,74.0,235.0,0.0
2258,cheick-kongo,pat-barry,2011-06-26,1,14.0,28,8,0.0,0.0,Grappling,34.0,76.0,237.0,0.0,pat-barry,8,7,0.0,0.0,Grappling,29.0,71.0,237.0,74.0
2259,cheick-kongo,roy-nelson,2013-04-27,0,12.0,28,8,0.0,0.0,Grappling,36.0,76.0,237.0,0.0,roy-nelson,23,14,0.0,0.0,Grappling,34.0,72.0,262.0,72.0
2260,cheick-kongo,shawn-jordan,2012-07-21,1,13.0,28,8,0.0,0.0,Grappling,35.0,76.0,237.0,0.0,shawn-jordan,18,7,0.5098389982110912,0.0,Striking,25.0,72.0,265.0,75.0
2261,chelsea-chandler,josiane-nunes,2024-03-16,1,1.0,6,3,0.45194805194805193,0.0,Striking,33.0,68.5,141.0,68.0,josiane-nunes,10,3,0.42804878048780487,0.0,Striking,29.0,62.0,150.0,67.0
2262,chelsea-chandler,julija-stoliarenko,2022-01-10,1,3.0,6,3,0.45194805194805193,0.0,Striking,31.0,68.5,141.0,68.0,julija-stoliarenko,11,8,0.39223300970873787,0.0,Striking,27.0,67.0,139.8,66.0
2263,chelsea-chandler,norma-dumont,2023-07-15,0,2.0,6,3,0.45194805194805193,0.0,Striking,32.0,68.5,141.0,68.0,norma-dumont,12,2,0.5004359197907585,0.16666666666666666,Striking,32.0,67.0,136.0,67.0
2264,chelsea-chandler,yana-santos,2024-10-08,0,1.0,6,3,0.45194805194805193,0.0,Striking,33.0,68.5,141.0,68.0,yana-santos,15,8,0.5877287405812702,0.06666666666666667,Striking,34.0,66.0,135.5,68.5
2265,chepe-mariscal,damon-jackson,2024-10-08,1,1.0,17,6,0.5736961451247166,0.14285714285714285,Striking,30.0,67.0,149.5,69.0,damon-jackson,23,8,0.42872228088701164,0.171875,Grappling,35.0,71.0,155.2,71.0
2266,chepe-mariscal,jack-jenkins,2023-09-09,1,2.0,17,6,0.5736961451247166,0.14285714285714285,Striking,29.0,67.0,149.5,69.0,jack-jenkins,13,3,0.6055226824457594,0.3076923076923077,Striking,28.0,67.0,145.5,68.0
2267,chepe-mariscal,morgan-charriere,2024-06-04,1,1.0,17,6,0.5736961451247166,0.14285714285714285,Striking,30.0,67.0,149.5,69.0,morgan-charriere,20,10,0.5193370165745856,0.0,Striking,27.0,68.0,160.7,69.0
2268,chepe-mariscal,trevor-peek,2023-06-24,1,2.0,17,6,0.5736961451247166,0.14285714285714285,Striking,29.0,67.0,149.5,69.0,trevor-peek,9,3,0.5397631133671743,0.0,Striking,27.0,69.0,155.0,70.0
2269,cheyanne-vlismas,gloria-de-paula,2021-07-31,1,4.0,7,3,0.5093062605752962,0.3333333333333333,Striking,23.0,63.0,115.5,63.0,gloria-de-paula,6,5,0.5350089766606823,0.125,Striking,24.0,65.0,115.0,67.5
2270,cheyanne-vlismas,kori-matsukenna,2022-12-17,0,2.0,7,3,0.5093062605752962,0.3333333333333333,Striking,25.0,63.0,115.5,63.0,kori-matsukenna,8,4,0.38571428571428573,0.0,Striking,23.0,63.0,115.0,58.5
2271,cheyanne-vlismas,mallory-martin,2021-05-12,1,4.0,7,3,0.5093062605752962,0.3333333333333333,Striking,23.0,63.0,115.5,63.0,mallory-martin,7,5,0.4892086330935252,0.0,Striking,25.0,64.0,115.0,63.0
2273,chico-camus,chris-holdsworth,2014-05-24,0,11.0,14,7,0.4120054570259209,0.0,Striking,27.0,66.0,126.5,66.0,chris-holdsworth,7,0,0.2971014492753623,0.625,Grappling,24.0,71.0,135.0,71.0
2274,chico-camus,dustin-kimura,2013-02-02,0,12.0,14,7,0.4120054570259209,0.0,Striking,26.0,66.0,126.5,66.0,dustin-kimura,12,3,0.21262458471760798,0.0,Striking,22.0,67.0,136.0,71.0
2275,chico-camus,dustin-pague,2012-11-08,1,13.0,14,7,0.4120054570259209,0.0,Striking,25.0,66.0,126.5,66.0,dustin-pague,11,10,0.5363128491620112,0.0,Striking,-13.0,135.0,0.0,0.0
2276,chico-camus,henry-cejudo,2015-06-13,0,10.0,14,7,0.4120054570259209,0.0,Striking,28.0,66.0,126.5,66.0,henry-cejudo,16,4,0.4677631578947368,0.24675324675324675,Grappling,27.0,64.0,135.0,64.0
2277,chico-camus,kyoji-horiguchi,2015-09-27,0,10.0,14,7,0.4120054570259209,0.0,Striking,28.0,66.0,126.5,66.0,kyoji-horiguchi,18,2,0.45111111111111113,0.0,Striking,22.0,64.0,125.0,66.0
2278,chico-camus,kyung-ho-kang,2013-08-31,1,12.0,14,7,0.4120054570259209,0.0,Striking,26.0,66.0,126.5,66.0,kyung-ho-kang,19,11,0.4769765421372719,0.0,Grappling,25.0,69.0,136.0,73.0
2280,chidi-njokuani,dusko-todorovic,2022-05-21,1,3.0,24,10,0.6385350318471338,0.0,Striking,32.0,75.0,170.0,80.0,dusko-todorovic,12,5,0.5778145695364238,0.0625,Striking,27.0,73.0,185.5,74.0
2281,chidi-njokuani,gregory-rodrigues,2022-09-17,0,3.0,24,10,0.6385350318471338,0.0,Striking,32.0,75.0,170.0,80.0,gregory-rodrigues,16,5,0.5599505562422744,0.19444444444444445,Grappling,29.0,75.0,185.0,75.0
2282,chidi-njokuani,jared-gooden,2024-12-10,1,0.0,24,10,0.6385350318471338,0.0,Striking,35.0,75.0,170.0,80.0,jared-gooden,23,10,0.48787061994609165,0.18181818181818182,Striking,31.0,72.0,172.5,77.0
2283,chidi-njokuani,marc-andre-barriault,2022-05-02,1,3.0,24,10,0.6385350318471338,0.0,Striking,32.0,75.0,170.0,80.0,marc-andre-barriault,16,9,0.47710976282404854,0.125,Striking,31.0,73.0,185.0,74.0
2284,chidi-njokuani,michal-oleksiejczuk,2023-08-26,0,2.0,24,10,0.6385350318471338,0.0,Striking,33.0,75.0,170.0,80.0,michal-oleksiejczuk,19,9,0.5087900723888314,0.125,Striking,27.0,72.0,197.8,74.0
2285,chidi-njokuani,rhys-mckee,2024-03-30,1,1.0,24,10,0.6385350318471338,0.0,Striking,34.0,75.0,170.0,80.0,rhys-mckee,13,6,0.45652173913043476,0.0,Striking,27.0,74.0,186.0,78.0
2287,chris-avila,enrique-barzola,2016-06-11,0,9.0,5,4,0.30472103004291845,0.0,Striking,21.0,70.0,146.0,72.0,enrique-barzola,17,5,0.4157223796033994,0.40217391304347827,Striking,25.0,67.0,136.0,70.0
2289,chris-barnett,gian-villante,2021-06-11,1,4.0,23,9,0.471976401179941,0.0,Striking,34.0,69.0,264.0,75.0,gian-villante,17,14,0.4429616874730951,0.16666666666666666,Striking,33.0,75.0,260.6,76.0
2290,chris-barnett,jake-collier,2022-10-09,1,3.0,23,9,0.471976401179941,0.0,Striking,35.0,69.0,264.0,75.0,jake-collier,13,10,0.44273240883410375,0.14285714285714285,Striking,31.0,75.0,265.5,78.5
2291,chris-barnett,martin-buday,2022-04-16,0,3.0,23,9,0.471976401179941,0.0,Striking,35.0,69.0,264.0,75.0,martin-buday,14,2,0.537984496124031,0.0,Grappling,29.0,76.0,275.0,77.0
2292,chris-beal,chris-kelades,2015-08-23,0,10.0,10,3,0.35930047694753575,0.0,Striking,27.0,66.0,134.0,69.0,chris-kelades,9,3,0.4371069182389937,0.0,Striking,32.0,67.0,126.0,68.0
2293,chris-beal,joe-soto,2016-06-18,0,9.0,10,3,0.35930047694753575,0.0,Striking,28.0,66.0,134.0,69.0,joe-soto,18,7,0.41754385964912283,0.21052631578947367,Striking,27.0,66.0,135.0,65.0
2294,chris-beal,neil-seery,2015-01-24,0,10.0,10,3,0.35930047694753575,0.0,Striking,27.0,66.0,134.0,69.0,neil-seery,16,13,0.41148325358851673,0.2777777777777778,Striking,33.0,66.0,125.0,64.0
2295,chris-beal,patrick-williams,2014-04-26,1,11.0,10,3,0.35930047694753575,0.0,Striking,26.0,66.0,134.0,69.0,patrick-williams,8,7,0.5158371040723982,0.4166666666666667,Striking,30.0,68.0,136.0,73.0
2296,chris-beal,tateki-matsuda,2014-05-09,1,11.0,10,3,0.35930047694753575,0.0,Striking,26.0,66.0,134.0,69.0,tateki-matsuda,10,7,0.34532374100719426,0.0,Striking,26.0,67.0,125.0,65.0
2298,chris-camozzi,daniel-kelly,2016-11-26,0,9.0,24,13,0.0,0.0,Grappling,27.0,75.0,186.0,76.0,daniel-kelly,13,4,0.38802660753880264,0.34285714285714286,Striking,36.0,72.0,186.0,70.5
2299,chris-camozzi,dongi-yang,2010-10-23,1,15.0,24,13,0.0,0.0,Grappling,21.0,75.0,186.0,76.0,dongi-yang,12,3,0.0,0.0,Grappling,23.0,71.0,186.0,71.0
2300,chris-camozzi,dustin-jacoby,2012-01-28,1,13.0,24,13,0.0,0.0,Grappling,23.0,75.0,186.0,76.0,dustin-jacoby,20,9,0.4781529294935452,0.125,Striking,23.0,75.0,205.5,76.0
2301,chris-camozzi,francis-carmont,2011-10-29,0,14.0,24,13,0.0,0.0,Grappling,22.0,75.0,186.0,76.0,francis-carmont,22,10,0.4236006051437216,0.0,Striking,27.0,75.0,185.8,78.0
2302,chris-camozzi,james-hammortree,2010-06-19,0,15.0,24,13,0.0,0.0,Grappling,21.0,75.0,186.0,76.0,james-hammortree,5,2,0.0,0.0,Grappling,24.0,75.0,186.0,0.0
2303,chris-camozzi,joe-riggs,2016-02-21,1,9.0,24,13,0.0,0.0,Grappling,27.0,75.0,186.0,76.0,joe-riggs,41,17,0.0,0.0,Grappling,31.0,72.0,186.0,70.0
2304,chris-camozzi,kyle-noke,2011-02-26,0,14.0,24,13,0.0,0.0,Grappling,22.0,75.0,186.0,76.0,kyle-noke,22,10,0.0,0.0,Grappling,29.0,74.0,170.0,76.0
2305,chris-camozzi,lorenz-larkin,2013-06-11,0,12.0,24,13,0.0,0.0,Grappling,24.0,75.0,186.0,76.0,lorenz-larkin,18,5,0.4601084430673896,0.0,Striking,24.0,71.0,170.8,72.0
2306,chris-camozzi,luiz-cane,2012-10-13,1,13.0,24,13,0.0,0.0,Grappling,23.0,75.0,186.0,76.0,luiz-cane,0,0,0.0,0.0,Grappling,-13.0,184.0,0.0,77.0
2307,chris-camozzi,nick-catone,2012-06-22,1,13.0,24,13,0.0,0.0,Grappling,23.0,75.0,186.0,76.0,nick-catone,10,4,0.0,0.0,Grappling,28.0,72.0,185.5,72.0
2308,chris-camozzi,nick-ring,2013-03-16,1,12.0,24,13,0.0,0.0,Grappling,24.0,75.0,186.0,76.0,nick-ring,13,3,0.0,0.0,Grappling,32.0,72.0,185.0,0.0
2309,chris-camozzi,rafael-natal,2014-05-09,0,11.0,24,13,0.0,0.0,Grappling,25.0,75.0,186.0,76.0,rafael-natal,21,9,0.0,0.0,Grappling,29.0,72.0,185.2,76.0
2310,chris-camozzi,ronaldo-souza,2013-05-18,0,12.0,24,13,0.0,0.0,Grappling,24.0,75.0,186.0,76.0,ronaldo-souza,26,10,0.4708222811671088,0.10655737704918032,Grappling,31.0,73.0,186.0,72.0
2311,chris-camozzi,thales-leites,2016-06-08,0,9.0,24,13,0.0,0.0,Grappling,27.0,75.0,186.0,76.0,thales-leites,27,9,0.0,0.0,Grappling,32.0,73.0,185.9,78.0
2312,chris-camozzi,tom-watson,2015-08-08,1,10.0,24,13,0.0,0.0,Grappling,26.0,75.0,186.0,76.0,tom-watson,17,9,0.4434589800443459,0.0,Striking,30.0,73.0,185.0,73.0
2313,chris-camozzi,toreha-sumisu,2017-05-28,0,8.0,24,13,0.0,0.0,Grappling,28.0,75.0,186.0,76.0,toreha-sumisu,15,10,0.5588235294117647,0.2711864406779661,Striking,34.0,75.0,185.5,75.0
2314,chris-cariaso,danny-martinez,2014-01-02,1,11.0,17,8,0.0,0.0,Grappling,31.0,63.0,126.0,63.0,danny-martinez,18,7,0.28913963328631875,0.0,Striking,27.0,65.0,125.0,0.0
2315,chris-cariaso,henry-cejudo,2015-03-14,0,10.0,17,8,0.0,0.0,Grappling,32.0,63.0,126.0,63.0,henry-cejudo,16,4,0.4677631578947368,0.24675324675324675,Grappling,27.0,64.0,135.0,64.0
2316,chris-cariaso,iliarde-santos,2013-09-10,1,12.0,17,8,0.0,0.0,Grappling,30.0,63.0,126.0,63.0,iliarde-santos,27,9,0.0,0.0,Grappling,30.0,65.0,126.0,66.0
2317,chris-cariaso,john-moraga,2012-12-30,0,12.0,17,8,0.0,0.0,Grappling,30.0,63.0,126.0,63.0,john-moraga,19,7,0.43517587939698493,0.23333333333333334,Striking,27.0,66.0,125.5,66.0
2318,chris-cariaso,josh-ferguson,2012-11-07,1,13.0,17,8,0.0,0.0,Grappling,29.0,63.0,126.0,63.0,josh-ferguson,7,5,0.43902439024390244,0.0,Striking,22.0,65.0,125.0,0.0
2319,chris-cariaso,jussier-formiga,2013-05-18,0,12.0,17,8,0.0,0.0,Grappling,30.0,63.0,126.0,63.0,jussier-formiga,23,8,0.39599383667180277,0.24193548387096775,Grappling,26.0,65.0,126.0,67.0
2320,chris-cariaso,louis-smolka,2014-10-05,1,11.0,17,8,0.0,0.0,Grappling,31.0,63.0,126.0,63.0,louis-smolka,17,9,0.4742857142857143,0.2549019607843137,Striking,20.0,69.0,136.0,68.5
2321,chris-cariaso,michael-mcdonald,2011-05-28,0,14.0,17,8,0.0,0.0,Grappling,28.0,63.0,126.0,63.0,michael-mcdonald,17,4,0.0,0.0,Grappling,18.0,69.0,135.0,70.0
2322,chris-cariaso,sergio-pettis,2015-03-10,0,10.0,17,8,0.0,0.0,Grappling,32.0,63.0,126.0,63.0,sergio-pettis,18,5,0.3743144424131627,0.36666666666666664,Striking,19.0,66.0,124.0,69.0
2323,chris-cariaso,takeya-mizugaki,2012-02-25,1,13.0,17,8,0.0,0.0,Grappling,29.0,63.0,126.0,63.0,takeya-mizugaki,21,11,0.0,0.0,Grappling,26.0,67.0,136.0,68.0
2324,chris-cariaso,temetoriasu-shiyonson,2014-09-27,0,11.0,17,8,0.0,0.0,Grappling,31.0,63.0,126.0,63.0,temetoriasu-shiyonson,27,3,0.5465707027942421,0.4966442953020134,Striking,24.0,63.0,125.0,66.0
2325,chris-cariaso,vaughan-lee,2011-05-11,1,14.0,17,8,0.0,0.0,Grappling,28.0,63.0,126.0,63.0,vaughan-lee,14,11,0.4725274725274725,0.0,Striking,26.0,66.0,126.0,66.0
2326,chris-cariaso,will-campuzano,2011-01-23,1,14.0,17,8,0.0,0.0,Grappling,28.0,63.0,126.0,63.0,will-campuzano,13,6,0.0,0.0,Grappling,-14.0,125.5,0.0,70.0
2327,chris-clements,keith-wisniewski,2012-04-21,1,13.0,12,5,0.4984894259818731,0.0,Striking,34.0,70.0,170.0,70.0,keith-wisniewski,28,14,0.5215686274509804,0.4,Striking,28.0,71.0,170.5,0.0
2328,chris-clements,stephen-thompson,2013-09-21,0,12.0,12,5,0.4984894259818731,0.0,Striking,35.0,70.0,170.0,70.0,stephen-thompson,17,8,0.4602649006622517,0.4166666666666667,Striking,29.0,72.0,171.0,75.0
2329,chris-clements,vik-grujic,2014-07-11,1,11.0,12,5,0.4984894259818731,0.0,Striking,36.0,70.0,170.0,70.0,vik-grujic,7,5,0.48295454545454547,0.0,Striking,15.0,71.0,170.0,73.0
2330,chris-condo,ron-waterman,1999-07-05,0,26.0,0,0,0.0,0.0,Grappling,-26.0,0.0,0.0,0.0,ron-waterman,16,6,0.5,0.0,Striking,31.0,74.0,260.0,0.0
2332,chris-cope,chuck-oneil,2011-04-06,1,14.0,5,4,0.0,0.0,Grappling,26.0,0.0,171.0,0.0,chuck-oneil,8,5,0.0,0.0,Grappling,-14.0,170.0,0.0,0.0
2333,chris-cope,matt-brown,2012-04-02,0,13.0,5,4,0.0,0.0,Grappling,27.0,0.0,171.0,0.0,matt-brown,26,19,0.5544290288153682,0.3484848484848485,Striking,29.0,72.0,170.0,75.0
2336,chris-curtis,jack-hermansson,2022-07-23,0,3.0,31,12,0.5175332527206772,0.0,Striking,34.0,70.0,185.5,75.5,jack-hermansson,24,8,0.4493927125506073,0.09090909090909091,Striking,33.0,73.0,185.0,77.5
2337,chris-curtis,joaquin-buckley,2022-11-12,1,3.0,31,12,0.5175332527206772,0.0,Striking,34.0,70.0,185.5,75.5,joaquin-buckley,21,6,0.37258153676064126,0.16666666666666666,Striking,27.0,70.0,171.0,76.0
2338,chris-curtis,kelvin-gastelum,2023-08-04,0,2.0,31,12,0.5175332527206772,0.0,Striking,35.0,70.0,185.5,75.5,kelvin-gastelum,19,9,0.42406669083001086,0.13636363636363635,Striking,30.0,69.0,194.0,71.5
2339,chris-curtis,marc-andre-barriault,2024-01-21,1,1.0,31,12,0.5175332527206772,0.0,Striking,36.0,70.0,185.5,75.5,marc-andre-barriault,16,9,0.47710976282404854,0.125,Striking,33.0,73.0,185.0,74.0
2340,chris-curtis,phillip-hawes,2021-06-11,1,4.0,31,12,0.5175332527206772,0.0,Striking,33.0,70.0,185.5,75.5,phillip-hawes,12,6,0.5920138888888888,0.23076923076923078,Striking,31.0,72.0,185.0,77.5
2341,chris-curtis,rodolfo-vieira,2022-06-25,1,3.0,31,12,0.5175332527206772,0.0,Striking,34.0,70.0,185.5,75.5,rodolfo-vieira,10,2,0.5479041916167665,0.05660377358490566,Grappling,31.0,72.0,198.0,73.0
2342,chris-curtis,roman-kopylov,2025-11-01,0,-0.0,31,12,0.5175332527206772,0.0,Striking,37.0,70.0,185.5,75.5,roman-kopylov,14,3,0.5075075075075075,0.0,Striking,32.0,72.0,185.5,75.0
2344,chris-daukaus,curtis-blaydes,2022-03-26,0,3.0,12,7,0.5,0.0,Striking,30.0,75.0,205.0,76.0,curtis-blaydes,18,5,0.5012987012987012,0.28448275862068967,Striking,30.0,76.0,256.0,80.0
2345,chris-daukaus,derrick-lewis,2021-12-18,0,3.0,12,7,0.5,0.0,Striking,30.0,75.0,205.0,76.0,derrick-lewis,28,12,0.508500772797527,0.13157894736842105,Striking,36.0,75.0,266.0,79.0
2346,chris-daukaus,jairzinho-rozenstruik,2022-11-12,0,3.0,12,7,0.5,0.0,Striking,30.0,75.0,205.0,76.0,jairzinho-rozenstruik,15,5,0.4953173777315297,0.0,Striking,33.0,74.0,242.0,78.0
2347,chris-daukaus,khalil-rountree-jr,2023-12-08,0,1.0,12,7,0.5,0.0,Striking,32.0,75.0,205.0,76.0,khalil-rountree-jr,14,6,0.383808095952024,0.0,Striking,33.0,73.0,205.0,76.5
2348,chris-daukaus,parker-porter,2020-08-15,1,5.0,12,7,0.5,0.0,Striking,28.0,75.0,205.0,76.0,parker-porter,14,9,0.5023041474654378,0.21739130434782608,Striking,33.0,72.0,268.0,75.0
2349,chris-daukaus,rodrigo-nascimento-ferreira,2020-10-10,1,5.0,12,7,0.5,0.0,Striking,28.0,75.0,205.0,76.0,rodrigo-nascimento-ferreira,11,3,0.47398843930635837,0.125,Grappling,26.0,74.0,264.0,80.0
2351,chris-de-la-rocha,daniel-omielanczuk,2015-07-18,0,10.0,5,3,0.45660377358490567,0.23076923076923078,Striking,34.0,75.0,253.0,80.0,daniel-omielanczuk,19,8,0.5734024179620034,0.26666666666666666,Striking,30.0,72.0,248.0,74.0
2352,chris-de-la-rocha,juan-adams,2018-12-15,0,6.0,5,3,0.45660377358490567,0.23076923076923078,Striking,38.0,75.0,253.0,80.0,juan-adams,5,3,0.5571428571428572,0.6666666666666666,Grappling,25.0,77.0,266.0,80.0
2353,chris-de-la-rocha,rashad-coulter,2018-09-06,1,7.0,5,3,0.45660377358490567,0.23076923076923078,Striking,37.0,75.0,253.0,80.0,rashad-coulter,9,4,0.5615615615615616,0.0,Striking,34.0,71.0,208.0,76.0
2354,chris-dempsey,ilir-latifi,2014-07-19,0,11.0,11,4,0.3248407643312102,0.0,Striking,24.0,70.0,185.0,72.0,ilir-latifi,17,9,0.4519940915805022,0.1694915254237288,Grappling,29.0,70.0,249.5,73.5
2355,chris-dempsey,jonathan-wilson,2015-08-08,0,10.0,11,4,0.3248407643312102,0.0,Striking,25.0,70.0,185.0,72.0,jonathan-wilson,7,3,0.48148148148148145,1.0,Grappling,25.0,74.0,186.0,75.0
2356,chris-dempsey,scott-askham,2016-02-27,0,9.0,11,4,0.3248407643312102,0.0,Striking,26.0,70.0,185.0,72.0,scott-askham,14,4,0.4617117117117117,0.0,Striking,26.0,75.0,185.0,75.0
2358,chris-duncan,manuel-torres,2024-02-25,0,1.0,12,2,0.46511627906976744,0.18518518518518517,Striking,30.0,70.0,175.0,71.5,manuel-torres,15,3,0.5555555555555556,0.0,Striking,28.0,70.0,169.0,73.5
2359,chris-duncan,omar-morales,2023-03-18,1,2.0,12,2,0.46511627906976744,0.18518518518518517,Striking,29.0,70.0,175.0,71.5,omar-morales,11,4,0.4014423076923077,0.3333333333333333,Striking,35.0,71.0,156.0,73.0
2360,chris-duncan,yanal-ashmoz,2023-07-22,1,2.0,12,2,0.46511627906976744,0.18518518518518517,Striking,29.0,70.0,175.0,71.5,yanal-ashmoz,8,1,0.5,0.05,Striking,27.0,69.0,154.5,68.0
2362,chris-fishgold,jared-gordon,2020-07-15,0,5.0,18,4,0.3225806451612903,0.07692307692307693,Grappling,26.0,68.0,149.0,68.0,jared-gordon,20,7,0.5583668775158137,0.09523809523809523,Striking,30.0,69.0,172.0,68.0
2363,chris-fishgold,makwan-amirkhani,2019-01-06,0,6.0,18,4,0.3225806451612903,0.07692307692307693,Grappling,25.0,68.0,149.0,68.0,makwan-amirkhani,17,9,0.4418604651162791,0.1518987341772152,Grappling,28.0,70.0,146.0,72.0
2366,chris-gutierrez,felipe-colares,2021-09-10,1,4.0,21,5,0.5910404624277457,0.0,Striking,29.0,69.0,136.0,67.0,felipe-colares,10,4,0.45260663507109006,0.06666666666666667,Grappling,25.0,68.0,145.0,69.5
2367,chris-gutierrez,frankie-edgar,2022-11-13,1,3.0,21,5,0.5910404624277457,0.0,Striking,30.0,69.0,136.0,67.0,frankie-edgar,23,11,0.40462817344416985,0.28879310344827586,Striking,38.0,66.0,135.6,68.0
2368,chris-gutierrez,heili-alateng,2023-10-14,1,2.0,21,5,0.5910404624277457,0.0,Striking,31.0,69.0,136.0,67.0,heili-alateng,17,9,0.3286219081272085,0.0967741935483871,Striking,30.0,65.0,135.0,66.5
2369,chris-gutierrez,pedro-munhoz,2023-04-15,0,2.0,21,5,0.5910404624277457,0.0,Striking,31.0,69.0,136.0,67.0,pedro-munhoz,20,10,0.41926520531028094,0.14,Striking,36.0,66.0,135.0,64.5
2370,chris-gutierrez,raoni-barcelos,2018-01-12,0,7.0,21,5,0.5910404624277457,0.0,Striking,26.0,69.0,136.0,67.0,raoni-barcelos,19,5,0.5310580204778157,0.04477611940298507,Grappling,30.0,67.5,135.5,67.0
2371,chris-gutierrez,ryan-macdonald,2019-03-23,1,6.0,21,5,0.5910404624277457,0.0,Striking,27.0,69.0,136.0,67.0,ryan-macdonald,10,2,0.2903225806451613,0.0,Striking,24.0,71.0,135.5,71.0
2372,chris-gutierrez,vince-morales,2020-05-30,1,5.0,21,5,0.5910404624277457,0.0,Striking,28.0,69.0,136.0,67.0,vince-morales,16,8,0.3686186186186186,0.0,Grappling,28.0,67.0,149.0,70.0
2373,chris-gutierrez,yadong-song,2023-10-12,0,2.0,21,5,0.5910404624277457,0.0,Striking,31.0,69.0,136.0,67.0,yadong-song,21,8,0.43529411764705883,0.05,Striking,25.0,68.0,136.0,67.0
2374,chris-haseman,evan-tanner,2002-07-13,0,23.0,20,16,0.0,0.0,Grappling,31.0,72.0,203.0,0.0,evan-tanner,34,8,0.0,0.0,Grappling,29.0,72.0,186.0,0.0
2378,chris-holdsworth,davey-grant,2013-01-12,1,12.0,7,0,0.2971014492753623,0.625,Grappling,23.0,71.0,135.0,71.0,davey-grant,16,7,0.4407684098185699,0.1,Striking,26.0,68.0,136.0,69.0
2380,chris-kelades,paddy-holohan,2014-04-10,1,11.0,9,3,0.4371069182389937,0.0,Striking,31.0,67.0,126.0,68.0,paddy-holohan,12,2,0.46387832699619774,0.0,Striking,24.0,70.0,126.0,69.0
2381,chris-kelades,ray-borg,2015-02-14,0,10.0,9,3,0.4371069182389937,0.0,Striking,32.0,67.0,126.0,68.0,ray-borg,13,5,0.5218253968253969,0.24444444444444444,Striking,19.0,64.0,149.4,63.0
2382,chris-kelades,sergio-pettis,2016-04-23,0,9.0,9,3,0.4371069182389937,0.0,Striking,33.0,67.0,126.0,68.0,sergio-pettis,18,5,0.3743144424131627,0.36666666666666664,Striking,20.0,66.0,124.0,69.0
2388,chris-leben,derek-brunson,2012-12-30,0,12.0,22,11,0.0,0.0,Grappling,30.0,71.0,185.5,74.0,derek-brunson,23,9,0.4738292011019284,0.10569105691056911,Striking,27.0,73.0,185.5,77.0
2389,chris-leben,edwin-dewees,2005-02-10,1,20.0,22,11,0.0,0.0,Grappling,22.0,71.0,185.5,74.0,edwin-dewees,34,10,0.0,0.0,Grappling,20.0,73.0,186.0,0.0
2390,chris-leben,jake-rosholt,2009-08-29,1,16.0,22,11,0.0,0.0,Grappling,26.0,71.0,185.5,74.0,jake-rosholt,6,2,0.0,0.0,Grappling,25.0,73.0,186.0,0.0
2391,chris-leben,jay-silva,2010-11-01,1,15.0,22,11,0.0,0.0,Grappling,27.0,71.0,185.5,74.0,jay-silva,5,3,0.0,0.0,Grappling,-15.0,185.0,0.0,0.0
